sample_id,price
100179,22.35015011398892
245611,17.42899495959861
146263,27.231426249313397
95658,22.81189255658048
36806,26.44385901352338
148239,7.789400104951168
92659,16.010533456231656
3780,19.766357462979045
196940,19.628437811848137
20472,8.591671843997046
121721,25.151878659011626
127336,29.497450167056503
20801,49.63410354347323
30103,15.988737051698903
68691,24.40033507147425
230703,15.753891994837373
3342,22.304125966933235
115635,21.410276459796343
221565,11.697447059616344
265927,15.61896891917316
290421,14.271553539552489
222203,17.9408647826309
40595,17.3843405334216
157931,23.41092710063944
41814,19.38880566601072
250478,26.53957320517194
130232,6.180789235022749
155825,20.09615644987327
42104,21.86299157631384
148748,50.902748978249775
247548,33.116000739878515
262167,36.86933344767653
100183,19.72690265811484
168985,26.1206161057533
18411,57.30269095645933
111287,15.322643705127476
156813,12.181198218040674
194861,10.922105241101146
104298,15.77986334297334
59033,19.854242450090965
31133,18.21187430573493
299318,11.309730191670267
255038,21.23603320270669
220578,37.91969362501639
38995,18.598410144302264
253068,13.892218804420017
282143,21.22147978827782
226531,30.71287606100026
233215,41.94852315590377
33295,8.036819524059593
198185,13.873119870448512
238324,11.492930314070808
121672,15.17763755656495
21434,9.917989484832496
61747,19.474820763573035
270417,26.569295056159586
105202,23.765188932029677
202880,26.17248867628666
79564,18.80215429508301
251317,15.085956511229398
205434,13.637833753671792
15315,8.969516705380013
276163,19.682492641849983
245021,20.955607676336022
25664,24.87310028591981
90451,10.848773719705289
5215,18.55862348830268
68223,16.109350671092074
135447,27.55715384546177
58777,33.102055027344434
73979,29.160346428986152
173699,13.09230545561942
201120,25.67737248761135
64448,25.89575512995225
243239,39.59142600644593
280496,17.61813427863518
293812,13.913657637568893
35203,11.742527265549986
31858,34.2965841258961
162188,11.294626761398808
193450,27.64368010454164
34991,12.581024766483324
232133,17.584563209182015
294874,0.01
160416,24.479329131284885
104466,23.654081021780726
284624,11.73574459026874
19742,51.97628817627782
87611,28.59309180604
227957,35.97593115142513
68427,21.458780286835506
204601,23.005941932250305
107223,15.873274313655866
237588,25.35438679369013
1313,15.208360896758585
196900,11.956040149840414
22107,28.141996697209716
73030,19.63792253453464
181909,29.838662612469413
23045,13.66760590863673
142744,89.49474615235957
169122,16.77260825521121
239815,21.716749123937294
41952,15.128437615058855
227911,17.218818991363516
31484,23.44638382220009
252567,18.147557322691984
225977,37.47328038639495
48243,22.321900095326985
201046,26.41883303743721
161001,88.85429462948917
292827,34.57188836371978
159584,7.575415357189565
281316,21.12742940463248
224188,18.715699115539152
281823,27.308230942597863
214851,31.76393865581428
67570,18.352973826975045
102740,18.26020029284574
11978,24.57879603032073
289925,20.657244620564136
40458,14.744589348214037
278700,26.465591097008467
38662,21.354818163826607
99886,17.38496817856509
172816,14.47448000157715
275563,17.3021122987697
26172,15.837032589050793
277062,16.558977672606588
82592,72.02698407952408
266300,15.010954015017637
202617,38.370364856707965
234007,24.00088923991965
78684,11.911267389935858
42824,32.57808447246853
128386,12.747610254600744
252965,18.697507795867228
277363,15.80312782500454
54646,8.319778247220256
149645,46.64407792351612
206564,27.5004555237924
29321,21.04353696968762
193776,20.649653828081853
60214,20.364339533690117
133606,18.66025894150664
95844,25.66586401427057
75072,17.57396925356094
71643,18.407770786578503
297677,14.5758007085503
298180,12.529316983132162
267622,26.8568283205754
129731,17.12998849168993
72776,26.154739037729023
286221,21.113907650339684
93467,5.675574154986345
173148,12.777493160395505
143720,75.44667820815067
52592,33.27051712540673
225085,15.528591885679926
213670,16.138567226923264
142420,59.46926199375399
1008,18.22666786527084
128631,34.57026095062491
44224,18.207389603650974
16363,29.04835015656592
64551,24.949452455571453
217996,17.03474265992815
262406,22.710468276004853
165161,13.903968777884607
238864,31.94365492665927
227930,35.77253986855828
77202,18.630851483926257
193685,34.84514538007841
114683,25.97101522517852
197108,61.134388601361
200477,11.595842017964042
144035,26.32542237093729
281994,21.123519693286145
63221,41.65739514117603
269260,24.997612786699964
284873,16.01987893601693
94407,24.497376164350428
243579,24.891472750968845
51262,39.59280670219117
115285,18.578051186821614
247763,32.562313468688394
298054,18.6859476338086
275947,9.077191134048832
33858,17.91786045559381
189285,27.09092626590308
62318,30.17512972121738
93113,8.688806208971288
155548,30.6139801572908
220244,17.424087768112827
22363,10.080593429336552
295868,6.511458331120837
212510,56.31191426671589
232238,27.242339497107697
269310,18.81634830199685
134611,25.251320927530745
154663,22.66270287332757
248314,18.710256204531262
59089,23.09091511747046
37902,16.705022953042985
247147,22.92656867886629
80803,19.739968692698422
121057,14.892674436739178
30163,12.920461380177972
154861,19.27406184670936
41265,15.83701418787625
160502,35.9512736114018
290401,17.718908126503813
62782,15.24381438128863
151651,12.183681762853134
226249,25.26940718841133
48224,29.69141100667221
146944,89.58462809242272
3438,38.80694968469483
161259,50.072778798386864
47173,24.7151533786541
25800,17.499130775125778
50001,32.55567357337229
290756,9.476162552789564
181986,19.402403037349416
10843,18.38181402134584
190551,14.497144065621722
85154,17.093297228734837
134653,20.10674473712568
